capital market instrument;122.062;;;;;;;;
third-party data provider;121.924;;;;;;;;
accounting methodology;121.127;;;;;;;;
vehicle efficiency;119.237;;;;;;;;
annual emission;118.741;;;;;;;;
insurance premium;117.773;;;;;;;;
Vehicle emission;117.089;;;;;;;;
Supplier-specific emission;116.402;;;;;;;;
sector-specific average emission;116.402;;;;;;;;
capital market issuance;116.283;;;;;;;;
market issuance;115.879;;;;;;;;
market activity;114.985;;;;;;;;
carbon dioxide equivalent;114.571;;;;;;;;
gross written premium;113.148;;;;;;;;
indirect emission;112.544;;;;;;;;
use of proceeds structures;109.990;;;;;;;;
GHG emissions datum;109.707;;;;;;;;
sheet loan;109.688;;;;;;;;
corporate purpose;109.382;;;;;;;;
specific emission;108.186;;;;;;;;
reporting requirement;107.822;;;;;;;;
insurance underwriting;106.848;;;;;;;;
total value;105.884;;;;;;;;
floor area;105.747;;;;;;;;
Estimated building energy;103.579;;;;;;;;
Estimated building energy consumption;103.579;;;;;;;;
amount in the company;103.579;;;;;;;;
company emissionsc;103.579;;;;;;;;
SSP methodology;103.579;;;;;;;;
market instrument;103.284;;;;;;;;
known vehicle;103.082;;;;;;;;
process emission;102.636;;;;;;;;
weighting factor;101.922;;;;;;;;
emissions report;101.353;;;;;;;;
data source;100.401;;;;;;;;
actual emission;100.380;;;;;;;;
Total project;99.033;;;;;;;;
Financial Industry;97.214;;;;;;;;
sub-sovereign issuer;97.168;;;;;;;;
TTR I B UTI ON;97.168;;;;;;;;
EEIO table;97.168;;;;;;;;
unknown use of proceeds;97.168;;;;;;;;
on-balance sheet loan;97.168;;;;;;;;
attribution of emissions;97.168;;;;;;;;
Outstanding amount in the company;97.168;;;;;;;;
EU teg;97.168;;;;;;;;
company emission;97.033;;;;;;;;
factor database;96.954;;;;;;;;
emissions data;96.877;;;;;;;;
unknown use;96.381;;;;;;;;
property value;96.172;;;;;;;;
Weighted datum;96.079;;;;;;;;
retained earnings;95.798;;;;;;;;
emission factor database;90.757;;;;;;;;
emissions score;90.757;;;;;;;;
weighted data quality;90.757;;;;;;;;
Supplier-specific emission factor;90.757;;;;;;;;
sector-specific average emission factor;90.757;;;;;;;;
known use of proceeds;90.757;;;;;;;;
financed avoided emission;90.757;;;;;;;;
PCAF methodology;90.757;;;;;;;;
unallocated amount;90.601;;;;;;;;
Carbon Accounting Financials;90.589;;;;;;;;
official filings;90.479;;;;;;;;
Detailed description of the data;90.438;;;;;;;;
reporting emission;90.348;;;;;;;;
primary issuance;90.225;;;;;;;;
verified emission;90.133;;;;;;;;
operational control;90.029;;;;;;;;
fixed point in time;89.770;;;;;;;;
individual project;89.329;;;;;;;;
financial sector;89.054;;;;;;;;
emission datum;88.393;;;;;;;;
book value;88.237;;;;;;;;
reporting period;88.135;;;;;;;;
enterprise value;88.033;;;;;;;;
value chain;88.015;;;;;;;;
total company;87.550;;;;;;;;
Climate transition;87.059;;;;;;;;
general corporate purpose;85.587;;;;;;;;
portfolio r;84.346;;;;;;;;
General description of the data;84.346;;;;;;;;
collateral attribution;84.346;;;;;;;;
Outstanding amountb;84.346;;;;;;;;
emission of a company;84.346;;;;;;;;
asset class method;84.346;;;;;;;;
Facilitated amount;84.346;;;;;;;;
economic activity datum;84.214;;;;;;;;
data need;84.058;;;;;;;;
facilitation activity;83.977;;;;;;;;
lifetime emission;83.948;;;;;;;;
downstream emission;83.903;;;;;;;;
emission calculation;83.804;;;;;;;;
nitrogen trifluoride;83.761;;;;;;;;
fluctuation analysis;83.745;;;;;;;;
underwriting activity;83.736;;;;;;;;
calculation method;83.696;;;;;;;;
LI mi;83.588;;;;;;;;
known use;83.339;;;;;;;;
financial accounting;83.039;;;;;;;;
associated emission;83.028;;;;;;;;
outstanding loan;83.000;;;;;;;;
actual building;82.980;;;;;;;;
third-party datum;82.156;;;;;;;;
dollar of revenue;81.780;;;;;;;;
accounting period;81.634;;;;;;;;
private company;80.841;;;;;;;;
Technical guidance;80.667;;;;;;;;
data limitation;80.555;;;;;;;;
detailed summary;80.192;;;;;;;;
illustrative example;80.009;;;;;;;;
loan origination;79.196;;;;;;;;
financial control;78.313;;;;;;;;
factor for the sector;77.934;;;;;;;;
attribution principle;77.934;;;;;;;;
absolute insurance-associated emission;77.934;;;;;;;;
Weighted data quality score;77.934;;;;;;;;
GHG accounting methodology;77.934;;;;;;;;
tables providing region;77.934;;;;;;;;
IFRS S2;77.934;;;;;;;;
using official statistical datum;77.934;;;;;;;;
Emission factor for the sector;77.934;;;;;;;;
PCAF guidance;77.934;;;;;;;;
absolute financed emission;77.934;;;;;;;;
summary of the data quality;77.934;;;;;;;;
including data need;77.934;;;;;;;;
detailed summary of the data;77.934;;;;;;;;
actual building energy;77.934;;;;;;;;
providing region;77.934;;;;;;;;
respective energy source;77.934;;;;;;;;
official statistical datum;77.739;;;;;;;;
investment in private companies;77.678;;;;;;;;
tables provide;77.570;;;;;;;;
respective energy;77.428;;;;;;;;
accounting approach;77.025;;;;;;;;
supplemental guidance;76.497;;;;;;;;
summary of the data;76.269;;;;;;;;
real economy;76.226;;;;;;;;
base year;76.104;;;;;;;;
emissions factor;76.079;;;;;;;;
debt security;75.440;;;;;;;;
market capitalization;75.434;;;;;;;;
estimation model;75.336;;;;;;;;
economic activity;74.257;;;;;;;;
actual energy;74.126;;;;;;;;
building type;74.046;;;;;;;;
national inventory;73.942;;;;;;;;
class method;73.671;;;;;;;;
financial product;72.783;;;;;;;;
covered bond;72.314;;;;;;;;
total company equity;71.523;;;;;;;;
use of proceeds structure;71.523;;;;;;;;
actual building energy consumption;71.523;;;;;;;;
PCAF Standard;71.523;;;;;;;;
inventory boundary;71.523;;;;;;;;
using primary physical activity;71.523;;;;;;;;
collateral attribution factor;71.523;;;;;;;;
calculated using primary physical activity;71.523;;;;;;;;
emission factore;71.523;;;;;;;;
asset class methodology;71.523;;;;;;;;
vehicle-specific emission;71.523;;;;;;;;
class methodology;71.440;;;;;;;;
reinsurance portfolio;71.420;;;;;;;;
intensity metric;71.384;;;;;;;;
book value of debt;71.354;;;;;;;;
year emission;71.249;;;;;;;;
calculating emission;71.195;;;;;;;;
facultative reinsurance;71.077;;;;;;;;
motor vehicle;70.898;;;;;;;;
company equity;70.821;;;;;;;;
value of debt;70.190;;;;;;;;
scope definition;70.164;;;;;;;;
financial datum;69.768;;;;;;;;
vehicle fleet;69.566;;;;;;;;
passenger car;69.507;;;;;;;;
revenue datum;69.370;;;;;;;;
electricity grid;69.239;;;;;;;;
including data;68.843;;;;;;;;
equity share;68.263;;;;;;;;
country level;67.347;;;;;;;;
Part C;67.241;;;;;;;;
specific asset;67.178;;;;;;;;
emissions inventory;66.853;;;;;;;;
T O;66.844;;;;;;;;
available datum;66.696;;;;;;;;
accounting treatment;66.463;;;;;;;;
company sustainability report;65.112;;;;;;;;
written premiumr;65.112;;;;;;;;
reinsured portfolio r;65.112;;;;;;;;
electricity grid mix;65.112;;;;;;;;
client''s balance sheet;65.112;;;;;;;;
SSE T;65.112;;;;;;;;
Data quality description;65.112;;;;;;;;
sub-sovereign territory;65.112;;;;;;;;
reasoning for the selection;65.112;;;;;;;;
using data provider;65.112;;;;;;;;
using primary physical activity datum;65.112;;;;;;;;
issuance of capital market;65.112;;;;;;;;
other suitable financial indicator;65.112;;;;;;;;
web-based emission factor;65.112;;;;;;;;
web-based emission;65.112;;;;;;;;
information on this asset class;65.112;;;;;;;;
Attribution emission;65.112;;;;;;;;
selection of this alternative indicator;65.112;;;;;;;;
intensity of an average vehicle;65.112;;;;;;;;
information on this asset;65.112;;;;;;;;
financial accounting period;65.112;;;;;;;;
regional statistical datum;65.112;;;;;;;;
GHG Protocol guidance;65.112;;;;;;;;
estimated vehicle distance;65.112;;;;;;;;
scope of current version;65.112;;;;;;;;
nominal value;65.072;;;;;;;;
Option 1b;65.038;;;;;;;;
Premium x;65.025;;;;;;;;
issuance of capital;65.014;;;;;;;;
client''s balance;65.011;;;;;;;;
data emission;64.954;;;;;;;;
customer segment;64.945;;;;;;;;
estimated vehicle;64.917;;;;;;;;
Description option;64.898;;;;;;;;
grid mix;64.873;;;;;;;;
level emission;64.810;;;;;;;;
company sustainability;64.794;;;;;;;;
commercial insurance;64.730;;;;;;;;
primary business activity;64.727;;;;;;;;
allocation percentage;64.461;;;;;;;;
corporate debt;64.364;;;;;;;;
reinsurance treaty;64.334;;;;;;;;
Method A;64.241;;;;;;;;
sector revenue;64.114;;;;;;;;
special purpose vehicle;64.066;;;;;;;;
underlying collateral;64.047;;;;;;;;
green bond;63.555;;;;;;;;
climate impact;63.315;;;;;;;;
purpose vehicle;63.299;;;;;;;;
such emission;63.267;;;;;;;;
fiscal year-end;63.150;;;;;;;;
relative share;63.119;;;;;;;;
gross output;62.687;;;;;;;;
asset value;62.630;;;;;;;;
direct emission;62.548;;;;;;;;
Framework convention on Climate;62.299;;;;;;;;
risk retention;62.288;;;;;;;;
annual policy;62.015;;;;;;;;
total premium;61.716;;;;;;;;
detailed guidance;61.547;;;;;;;;
actual datum;61.465;;;;;;;;
construction stage;60.919;;;;;;;;
project cost;60.881;;;;;;;;
General description;60.688;;;;;;;;
asset type;60.359;;;;;;;;
insurance contract;60.124;;;;;;;;
certain sector;60.047;;;;;;;;
sustainability report;59.873;;;;;;;;
loan amount;59.106;;;;;;;;
Structural consideration in securitizations;58.701;;;;;;;;
known vehicle make;58.701;;;;;;;;
equity investment in private companies;58.701;;;;;;;;
data equation;58.701;;;;;;;;
actual vehicle distance;58.701;;;;;;;;
attributed emission;58.701;;;;;;;;
respective primary activity datum;58.701;;;;;;;;
EVIC definition;58.701;;;;;;;;
emissions attribution;58.701;;;;;;;;
emission of the project;58.701;;;;;;;;
location-specific statistical datum;58.701;;;;;;;;
factor by the emissions;58.701;;;;;;;;
consideration in securitizations;58.701;;;;;;;;
insurance Premium x;58.701;;;;;;;;
web-based emission factor database;58.701;;;;;;;;
Option attribution;58.701;;;;;;;;
respective primary activity;58.701;;;;;;;;
megawatt-hour of natural gas;58.701;;;;;;;;
structured products'' section;58.701;;;;;;;;
primary activity datum;58.701;;;;;;;;
company in a certain sector;58.701;;;;;;;;
emissions removal;58.639;;;;;;;;
emissions emission;58.634;;;;;;;;
described option;58.632;;;;;;;;
emissions exposure;58.622;;;;;;;;
products'' section;58.611;;;;;;;;
principal write-down;58.611;;;;;;;;
Climate Transition benchmark;58.581;;;;;;;;
Transition benchmark;58.558;;;;;;;;
consumption datum;58.518;;;;;;;;
insured client;58.408;;;;;;;;
Framework convention;58.399;;;;;;;;
collateral type;58.357;;;;;;;;
upstream emission;58.290;;;;;;;;
recent available datum;58.179;;;;;;;;
Global coverage;57.848;;;;;;;;
Structural consideration;57.828;;;;;;;;
Asset turnover ratio;57.617;;;;;;;;
third-party auditor;57.549;;;;;;;;
lines insurance;57.502;;;;;;;;
annual premium;57.447;;;;;;;;
emissions use;57.369;;;;;;;;
significance threshold;57.361;;;;;;;;
commercial real estate;57.212;;;;;;;;
Estimated distance;56.965;;;;;;;;
portfolio level;56.848;;;;;;;;
emissions result;56.539;;;;;;;;
Asset turnover;56.360;;;;;;;;
proxy datum;56.255;;;;;;;;
Financial disclosure;56.167;;;;;;;;
detailed datum;56.167;;;;;;;;
Kyoto Protocol;56.128;;;;;;;;
real asset;56.024;;;;;;;;
energy label;56.008;;;;;;;;
primary business;55.798;;;;;;;;
fixed point;55.726;;;;;;;;
physical activity;55.720;;;;;;;;
United Nations framework;55.486;;;;;;;;
environmental report;54.422;;;;;;;;
electricity provider;54.337;;;;;;;;
business activity;54.239;;;;;;;;
nitrous oxide;53.679;;;;;;;;
ton of steel;53.612;;;;;;;;
fuel consumption;53.540;;;;;;;;
personal line;53.280;;;;;;;;
Part B;52.787;;;;;;;;
turnover ratio;52.732;;;;;;;;
primary activity;52.641;;;;;;;;
league table;52.339;;;;;;;;
Description Option attribution;52.290;;;;;;;;
Data Quality Options;52.290;;;;;;;;
Outstanding amount in the project;52.290;;;;;;;;
personal motor portfolio;52.290;;;;;;;;
average vehicle type;52.290;;;;;;;;
Emissions data equation;52.290;;;;;;;;
electricity grid mix emission;52.290;;;;;;;;
portfolio of different companies;52.290;;;;;;;;
customers'' scope;52.290;;;;;;;;
grid mix emission;52.290;;;;;;;;
sub-sovereign level;52.290;;;;;;;;
Financed emission calculation;52.290;;;;;;;;
mix emission;52.290;;;;;;;;
treaty reinsurance portfolio;52.290;;;;;;;;
emission of borrowers;52.290;;;;;;;;
factor Financed emission calculation;52.290;;;;;;;;
total project equity;52.290;;;;;;;;
reporting financed emission;52.290;;;;;;;;
physical emission;52.290;;;;;;;;
distance driven average;52.290;;;;;;;;
sectoral asset;52.290;;;;;;;;
emissions scope;52.290;;;;;;;;
supplementary accounting note;52.290;;;;;;;;
Emission factor Financed emission calculation;52.290;;;;;;;;
PCAF requirement;52.290;;;;;;;;
GHG Protocol scope;52.290;;;;;;;;
factor Financed emission;52.290;;;;;;;;
driven average;52.290;;;;;;;;
Emission factor Financed emission;52.290;;;;;;;;
annual premium policy;52.290;;;;;;;;
sum of total equity;52.290;;;;;;;;
supplementary accounting;52.290;;;;;;;;
e Property value;52.290;;;;;;;;
Outstanding amountv;52.290;;;;;;;;
total financed emission;52.290;;;;;;;;
amount in the project;52.290;;;;;;;;
motor portfolio;52.290;;;;;;;;
generated emission;52.237;;;;;;;;
unit of revenue;52.234;;;;;;;;
accounting note;52.224;;;;;;;;
reinsurance structure;52.183;;;;;;;;
project emission;52.099;;;;;;;;
development of a standard;52.087;;;;;;;;
average carbon intensity;52.075;;;;;;;;
total balance sheet;52.066;;;;;;;;
vehicle''s make;52.053;;;;;;;;
project equity;52.013;;;;;;;;
actual energy consumption;52.005;;;;;;;;
data granularity;51.994;;;;;;;;
corporate emission;51.991;;;;;;;;
motor line;51.973;;;;;;;;
Millions USD;51.949;;;;;;;;
building emission;51.922;;;;;;;;
data hierarchy;51.914;;;;;;;;
embodied emission;51.899;;;;;;;;
insured risk;51.713;;;;;;;;
alternative option;51.631;;;;;;;;
premium policy;51.628;;;;;;;;
insured company;51.541;;;;;;;;
International sustainability;50.977;;;;;;;;
Land sector;50.959;;;;;;;;
sulfur hexafluoride;50.895;;;;;;;;
Baseline year;50.592;;;;;;;;
paddy rice;50.569;;;;;;;;
precautionary principle;50.525;;;;;;;;
institutions use;50.468;;;;;;;;
insurance industry;50.209;;;;;;;;
different datum;49.716;;;;;;;;
additional requirement;49.379;;;;;;;;
total balance;49.322;;;;;;;;
company revenue;49.239;;;;;;;;
different data source;48.483;;;;;;;;
nominal amount;48.426;;;;;;;;
adjustment factor;47.484;;;;;;;;
energy source;47.260;;;;;;;;
accounting principle;46.886;;;;;;;;
large set;46.850;;;;;;;;
vehicle fuel;46.537;;;;;;;;
Total project cost;46.323;;;;;;;;
core principle;46.204;;;;;;;;
number of buildings;46.189;;;;;;;;
Capital Markets;46.113;;;;;;;;
absolute emissions datum;45.878;;;;;;;;
calculated energy consumption;45.878;;;;;;;;
Attribution factorc;45.878;;;;;;;;
emission associated with undrawn;45.878;;;;;;;;
operational control approach;45.878;;;;;;;;
equity share approach;45.878;;;;;;;;
edition of the Financed Emissions;45.878;;;;;;;;
financial control approach;45.878;;;;;;;;
Description Option Attribution emission;45.878;;;;;;;;
financed emissions calculation;45.878;;;;;;;;
Option Attribution emission;45.878;;;;;;;;
issuer''s balance sheet;45.878;;;;;;;;
credit retired by clients;45.878;;;;;;;;
data Emissions datum;45.878;;;;;;;;
issuance of capital market instruments;45.878;;;;;;;;
actual vehicle fuel;45.878;;;;;;;;
originator''s balance;45.878;;;;;;;;
classification in Step;45.878;;;;;;;;
primary issuance of capital market;45.878;;;;;;;;
energy consumption emission;45.878;;;;;;;;
vehicle-unspecific emission;45.878;;;;;;;;
scope of this Facilitated Emissions;45.878;;;;;;;;
primary issuance of capital;45.878;;;;;;;;
treaty portfolio;45.878;;;;;;;;
financial institution''s scope;45.878;;;;;;;;
financed emissions accounting;45.878;;;;;;;;
line with financial accounting periods;45.878;;;;;;;;
Tranche attribution;45.878;;;;;;;;
revenue-based model;45.878;;;;;;;;
issuer''s balance;45.878;;;;;;;;
GHG accounting treatment;45.878;;;;;;;;
originator''s balance sheet;45.878;;;;;;;;
emission of the borrower;45.878;;;;;;;;
guidance on financed avoided emissions;45.878;;;;;;;;
line with financial accounting;45.878;;;;;;;;
data Emissions data equation;45.878;;;;;;;;
kt CO2e;45.878;;;;;;;;
drawn loan;45.878;;;;;;;;
institution''s scope;45.878;;;;;;;;
scope of this methodology;45.878;;;;;;;;
actual vehicle fuel consumption;45.878;;;;;;;;
Attribution Emission factor;45.878;;;;;;;;
company emissionsc Total equity;45.878;;;;;;;;
emissionsc Total equity;45.878;;;;;;;;
local statistical datum;45.878;;;;;;;;
insured activity;45.878;;;;;;;;
financed scope;45.878;;;;;;;;
calculated energy consumption emission;45.878;;;;;;;;
Average emission factore;45.878;;;;;;;;
Option 3a;45.825;;;;;;;;
base year emission;45.823;;;;;;;;
separate balance sheet;45.811;;;;;;;;
stated methodology;45.803;;;;;;;;
account for a portion;45.800;;;;;;;;
phase-in approach;45.800;;;;;;;;
emission from the generation;45.789;;;;;;;;
emissions category;45.776;;;;;;;;
insured asset;45.761;;;;;;;;
applicable asset;45.759;;;;;;;;
accurate emission;45.736;;;;;;;;
emissions reporting;45.725;;;;;;;;
actual fuel consumption;45.720;;;;;;;;
separate balance;45.710;;;;;;;;
emissions account;45.702;;;;;;;;
x emission;45.657;;;;;;;;
datum from the company;45.633;;;;;;;;
balance sheet value;45.632;;;;;;;;
overall reporting;45.585;;;;;;;;
vehicle fuel consumption;45.554;;;;;;;;
sheet value;45.514;;;;;;;;
Average sector;45.499;;;;;;;;
calculated energy;45.484;;;;;;;;
project policy;45.420;;;;;;;;
sheet exposure;45.415;;;;;;;;
specified option;45.407;;;;;;;;
share approach;45.391;;;;;;;;
separate reporting;45.373;;;;;;;;
institution use;45.320;;;;;;;;
capital market transaction;45.239;;;;;;;;
specific sector;45.238;;;;;;;;
standardized methodology;45.192;;;;;;;;
emissions impact;45.163;;;;;;;;
Additional guidance;45.157;;;;;;;;
company in accordance;44.969;;;;;;;;
actual fuel;44.885;;;;;;;;
sector average;44.854;;;;;;;;
insurance client;44.582;;;;;;;;
insured vehicle;44.468;;;;;;;;
entity level;44.438;;;;;;;;
special purpose;44.250;;;;;;;;
target setting;43.982;;;;;;;;
value of equity;43.786;;;;;;;;
forestry company;43.699;;;;;;;;
accounting requirement;43.658;;;;;;;;
project value;43.649;;;;;;;;
total portfolio;43.597;;;;;;;;
other relevant factor;43.369;;;;;;;;
science-based target;43.243;;;;;;;;
line of credit;43.198;;;;;;;;
financial flow;43.140;;;;;;;;
actual distance;42.875;;;;;;;;
reported datum;42.487;;;;;;;;
proposed methodology;42.233;;;;;;;;
different year;41.961;;;;;;;;
administrative level;41.931;;;;;;;;
high-quality datum;41.726;;;;;;;;
different asset;41.539;;;;;;;;
risk transfer;41.404;;;;;;;;
market transaction;40.951;;;;;;;;
other financial institution;40.207;;;;;;;;
financial reporting;39.565;;;;;;;;
non-supplier-specific emission;39.467;;;;;;;;
value including cash;39.467;;;;;;;;
customer segment classification in Step;39.467;;;;;;;;
PCAF data quality;39.467;;;;;;;;
financial institution''s balance sheet;39.467;;;;;;;;
capital market facilitation;39.467;;;;;;;;
verified emission factor;39.467;;;;;;;;
pool emission;39.467;;;;;;;;
mention of the data;39.467;;;;;;;;
acquired electricity;39.467;;;;;;;;
Treaty Total;39.467;;;;;;;;
Enterprise Value Including Cash;39.467;;;;;;;;
calculating financed emission;39.467;;;;;;;;
coverage of emissions;39.467;;;;;;;;
fuel efficiency of passenger cars;39.467;;;;;;;;
asset debt;39.467;;;;;;;;
segment classification in Step;39.467;;;;;;;;
IFRS S1;39.467;;;;;;;;
fuel efficiency of passenger;39.467;;;;;;;;
real asset debt;39.467;;;;;;;;
physical emission intensity;39.467;;;;;;;;
basic attribution principle;39.467;;;;;;;;
basic attribution;39.467;;;;;;;;
personal motor insurance;39.467;;;;;;;;
Unverified emission;39.467;;;;;;;;
using estimated building energy;39.467;;;;;;;;
using estimated building energy consumption;39.467;;;;;;;;
estimated vehicle-specific emission;39.467;;;;;;;;
calculating facilitated emission;39.467;;;;;;;;
tool with verified emission factors;39.467;;;;;;;;
coverage of emissions data;39.467;;;;;;;;
customer segment classification;39.467;;;;;;;;
Reported company emission;39.467;;;;;;;;
base year emissions recalculation;39.467;;;;;;;;
emission of the country;39.467;;;;;;;;
mention of the data source;39.467;;;;;;;;
origination of vehicle;39.467;;;;;;;;
Detailed data quality;39.467;;;;;;;;
tool with verified emission;39.467;;;;;;;;
estimated using official statistical datum;39.467;;;;;;;;
emissions recalculation;39.467;;;;;;;;
asset emission;39.467;;;;;;;;
Outstanding amount investor;39.467;;;;;;;;
property lob of a cedent;39.467;;;;;;;;
GHG accounting requirement;39.467;;;;;;;;
reporting facilitated emission;39.467;;;;;;;;
relative insurance-associated emission;39.467;;;;;;;;
such emission factor;39.467;;;;;;;;
segment classification;39.467;;;;;;;;
controlled boiler;39.467;;;;;;;;
disbursed debt;39.467;;;;;;;;
total balance sheet value;39.467;;;;;;;;
specific emissions datum;39.467;;;;;;;;
intensity of the actual vehicle;39.467;;;;;;;;
recalculation policy;39.467;;;;;;;;
property lob;39.467;;;;;;;;
non-supplier-specific emission factor;39.467;;;;;;;;
datum on actual building energy;39.467;;;;;;;;
calculated using estimated building energy;39.467;;;;;;;;
applicable asset class;39.467;;;;;;;;
calculated using estimated building;39.467;;;;;;;;
production-based model;39.467;;;;;;;;
financial institution''s balance;39.467;;;;;;;;
PPP-adjustment factor;39.467;;;;;;;;
Bottom-up calculation;39.467;;;;;;;;
datum on actual building;39.467;;;;;;;;
emission of the company;39.467;;;;;;;;
drive cycle test;39.467;;;;;;;;
year emissions recalculation;39.467;;;;;;;;
extraction of purchased materials;39.467;;;;;;;;
energy consumptionb;39.467;;;;;;;;
Primary datum on actual vehicle;39.467;;;;;;;;
type-specific emission;39.467;;;;;;;;
using estimated building;39.467;;;;;;;;
datum on actual vehicle;39.467;;;;;;;;
type-specific emission factor;39.467;;;;;;;;
insured project;39.467;;;;;;;;
Measuring financed emission;39.467;;;;;;;;
emission of loans;39.467;;;;;;;;
chain of the reporting company;39.467;;;;;;;;
share of the financial institution;39.467;;;;;;;;
Primary datum on actual building;39.467;;;;;;;;
efficiency of passenger cars;39.467;;;;;;;;
lob of a cedent;39.467;;;;;;;;
emission associated with capital;39.467;;;;;;;;
GHG Protocol''s principle;39.467;;;;;;;;
appropriate calculation methodology;39.467;;;;;;;;
specific emission factor;39.427;;;;;;;;
allocated asset;39.427;;;;;;;;
Ceded premium;39.422;;;;;;;;
efficiency of passenger;39.419;;;;;;;;
amount investor;39.416;;;;;;;;
institution''s balance sheet;39.402;;;;;;;;
reporting scope;39.402;;;;;;;;
Reported company;39.399;;;;;;;;
